yORF,gene name,GFP tagged,GFP visualized?,TAP visualized?,abundance,error,localization summary
YFL064C,,tagged,not visualized,not TAP visualized,not visualized,,
YFL065C,,tagged,not visualized,not TAP visualized,not visualized,,
YFL066C,,tagged,not visualized,not TAP visualized,not visualized,,
YFL067W,,tagged,not visualized,not TAP visualized,not visualized,,
YFL068W,,tagged,not visualized,not TAP visualized,not visualized,,
YFR003C,YPI1,tagged,not visualized,TAP visualized,1080,,
YFR007W,,tagged,not visualized,TAP visualized,161,,
YFR012W,,tagged,not visualized,not TAP visualized,not visualized,,
YFR012W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YFR018C,,tagged,not visualized,TAP visualized,3970,,
YFR020W,,tagged,not visualized,not TAP visualized,not visualized,,
YFR022W,,tagged,not visualized,not TAP visualized,not visualized,,
YFR023W,PES4,tagged,not visualized,not TAP visualized,not visualized,,
YFR026C,,tagged,not visualized,TAP visualized,721,,
YFR029W,PTR3,tagged,not visualized,not TAP visualized,not visualized,,
YFR032C,RPL29,tagged,not visualized,not TAP visualized,not visualized,,
YFR035C,,tagged,not visualized,not TAP visualized,not visualized,,
YFR038W,,tagged,not visualized,not TAP visualized,not visualized,,
YFR042W,,tagged,not visualized,not TAP visualized,not visualized,,
YFR043C,,tagged,not visualized,TAP visualized,low signal,,
YFR045W,,tagged,not visualized,not TAP visualized,not visualized,,
YFR054C,,tagged,not visualized,TAP visualized,300,,
YFR055W,,tagged,not visualized,TAP visualized,2610,,
YFR056C,,tagged,not visualized,not TAP visualized,not visualized,,
YFR057W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL002W,ERP6,tagged,not visualized,not TAP visualized,not visualized,,
YGL003C,CDH1,tagged,not visualized,not TAP visualized,not visualized,,
YGL007W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL015C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL024W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL027C,CWH41,tagged,not visualized,TAP visualized,2840,,
YGL030W,RPL30,tagged,not visualized,TAP visualized,59300,,
YGL033W,HOP2,tagged,not visualized,not TAP visualized,not visualized,,
YGL034C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL041C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL042C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL044C,RNA15,tagged,not visualized,TAP visualized,6350,,
YGL045W,RIM8,tagged,not visualized,TAP visualized,784,,
YGL050W,,tagged,not visualized,TAP visualized,3390,,
YGL051W,MST27,tagged,not visualized,not TAP visualized,not visualized,,
YGL052W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL063W,PUS2,tagged,not visualized,not TAP visualized,not visualized,,
YGL069C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL072C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL074C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL081W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL088W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL089C,MF(ALPHA)2,tagged,not visualized,not TAP visualized,not visualized,,
YGL096W,TOS8,tagged,not visualized,not TAP visualized,not visualized,,
YGL100W,SEH1,tagged,not visualized,TAP visualized,952,,
YGL102C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL103W,RPL28,tagged,not visualized,not TAP visualized,not visualized,,
YGL104C,VPS73,tagged,not visualized,not TAP visualized,not visualized,,
YGL106W,MLC1,not tagged,not visualized,not TAP visualized,not visualized,,
YGL109W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL114W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL117W,,tagged,not visualized,TAP visualized,149,,
YGL118C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL121C,GPG1,tagged,not visualized,not TAP visualized,not visualized,,
YGL123W,RPS2,tagged,not visualized,not TAP visualized,not visualized,,
YGL132W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL136C,MRM2,tagged,not visualized,not TAP visualized,not visualized,,
YGL138C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL142C,GPI10,tagged,not visualized,not TAP visualized,not visualized,,
YGL144C,ROG1,tagged,not visualized,TAP visualized,low signal,,
YGL146C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL149W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL152C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL154C,LYS5,tagged,not visualized,TAP visualized,623,,
YGL158W,RCK1,tagged,not visualized,not TAP visualized,not visualized,,
YGL159W,,tagged,not visualized,TAP visualized,172,,
YGL160W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL165C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL168W,HUR1,tagged,not visualized,not TAP visualized,not visualized,,
YGL170C,SPO74,tagged,not visualized,not TAP visualized,not visualized,,
YGL171W,ROK1,tagged,not visualized,not TAP visualized,not visualized,,
YGL176C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL177W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL179C,TOS3,tagged,not visualized,not TAP visualized,not visualized,,
YGL182C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL183C,MND1,tagged,not visualized,not TAP visualized,not visualized,,
YGL188C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL191W,COX13,tagged,not visualized,not TAP visualized,not visualized,,
YGL192W,IME4,tagged,not visualized,not TAP visualized,not visualized,,
YGL193C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL196W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL198W,YIP4,tagged,not visualized,not TAP visualized,not visualized,,
YGL199C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL204C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL205W,POX1,tagged,not visualized,not TAP visualized,not visualized,,
YGL208W,SIP2,tagged,not visualized,TAP visualized,300,,
YGL214W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL215W,CLG1,tagged,not visualized,not TAP visualized,not visualized,,
YGL217C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL218W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL224C,SDT1,tagged,not visualized,not TAP visualized,not visualized,,
YGL228W,SHE10,tagged,not visualized,TAP visualized,8640,,
YGL230C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL235W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL236C,MTO1,tagged,not visualized,not TAP visualized,not visualized,,
YGL239C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL242C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL243W,TAD1,tagged,not visualized,not TAP visualized,not visualized,,
YGL248W,PDE1,tagged,not visualized,TAP visualized,1400,,
YGL251C,HFM1,tagged,not visualized,not TAP visualized,not visualized,,
YGL257C,MNT2,tagged,not visualized,TAP visualized,1170,,
YGL258W,VEL1,tagged,not visualized,not TAP visualized,not visualized,,
YGL258W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YGL259W,YPS5,tagged,not visualized,not TAP visualized,not visualized,,
YGL260W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL261C,,tagged,not visualized,not TAP visualized,not visualized,,
YGL262W,,tagged,not visualized,not TAP visualized,not visualized,,
YGL263W,COS12,tagged,not visualized,not TAP visualized,not visualized,,
YGR005C,TFG2,tagged,not visualized,TAP visualized,520,123.0,
YGR006W,PRP18,tagged,not visualized,not TAP visualized,not visualized,,
YGR009C,SEC9,tagged,not visualized,not TAP visualized,not visualized,,
YGR011W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR016W,,tagged,not visualized,TAP visualized,238,,
YGR018C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR022C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR023W,MTL1,tagged,not visualized,TAP visualized,low signal,,
YGR025W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR029W,ERV1,tagged,not visualized,not TAP visualized,not visualized,,
YGR032W,GSC2,tagged,not visualized,TAP visualized,technical problem,,
YGR035C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR039W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR045C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR050C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR051C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR053C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR054W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR056W,RSC1,tagged,not visualized,TAP visualized,259,,
YGR057C,LST7,tagged,not visualized,TAP visualized,656,,
YGR059W,SPR3,tagged,not visualized,not TAP visualized,not visualized,,
YGR064W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR066C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR067C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR069W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR070W,ROM1,tagged,not visualized,not TAP visualized,not visualized,,
YGR073C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR077C,PEX8,tagged,not visualized,TAP visualized,538,,
YGR079W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR099W,TEL2,tagged,not visualized,TAP visualized,638,152.0,
YGR107W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR109C,CLB6,tagged,not visualized,not TAP visualized,not visualized,,
YGR110W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR113W,DAM1,tagged,not visualized,not TAP visualized,not visualized,,
YGR114C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR115C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR122C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YGR127W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR131W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR137W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR139W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR141W,VPS62,tagged,not visualized,TAP visualized,623,,
YGR143W,SKN1,tagged,not visualized,TAP visualized,468,,
YGR144W,THI4,tagged,not visualized,not TAP visualized,not visualized,,
YGR145W,ENP2,tagged,not visualized,not TAP visualized,not visualized,,
YGR146C,,tagged,not visualized,TAP visualized,589,,
YGR153W,TOS10,tagged,not visualized,not TAP visualized,not visualized,,
YGR154C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR160W,FYV13,tagged,not visualized,not TAP visualized,not visualized,,
YGR164W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR168C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR169C,PUS6,tagged,not visualized,TAP visualized,377,,
YGR170W,PSD2,tagged,not visualized,not TAP visualized,not visualized,,
YGR172C,YIP1,not tagged,not visualized,not TAP visualized,not visualized,,
YGR176W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR181W,TIM13,tagged,not visualized,not TAP visualized,not visualized,,
YGR182C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR184C,UBR1,tagged,not visualized,not TAP visualized,not visualized,,
YGR190C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR196C,FYV8,tagged,not visualized,TAP visualized,low signal,,
YGR197C,SNG1,tagged,not visualized,not TAP visualized,not visualized,,
YGR199W,PMT6,tagged,not visualized,not TAP visualized,not visualized,,
YGR201C,,tagged,not visualized,TAP visualized,low signal,,
YGR212W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR213C,RTA1,tagged,not visualized,not TAP visualized,not visualized,,
YGR216C,GPI1,tagged,not visualized,not TAP visualized,not visualized,,
YGR221C,TOS2,tagged,not visualized,TAP visualized,56.9,,
YGR223C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR224W,AZR1,tagged,not visualized,not TAP visualized,not visualized,,
YGR225W,AMA1,tagged,not visualized,not TAP visualized,not visualized,,
YGR226C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR227W,DIE2,tagged,not visualized,not TAP visualized,not visualized,,
YGR228W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR230W,BNS1,tagged,not visualized,not TAP visualized,not visualized,,
YGR236C,SPG1,tagged,not visualized,not TAP visualized,not visualized,,
YGR242W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR245C,SDA1,tagged,not visualized,TAP visualized,3640,139.0,
YGR249W,MGA1,tagged,not visualized,not TAP visualized,not visualized,,
YGR259C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR265W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR273C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR276C,RNH70,tagged,not visualized,not TAP visualized,not visualized,,
YGR287C,,tagged,not visualized,TAP visualized,752,,
YGR288W,MAL13,tagged,not visualized,not TAP visualized,not visualized,,
YGR289C,MAL11,tagged,not visualized,not TAP visualized,not visualized,,
YGR290W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR291C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR292W,MAL12,tagged,not visualized,TAP visualized,5060,,
YGR293C,,tagged,not visualized,not TAP visualized,not visualized,,
YGR294W,,tagged,not visualized,not TAP visualized,not visualized,,
YGR296W,YRF1-3,tagged,not visualized,TAP visualized,low signal,,
YHL005C,,tagged,not visualized,not TAP visualized,not visualized,,
YHL006C,SHU1,tagged,not visualized,not TAP visualized,not visualized,,
YHL010C,,tagged,not visualized,not TAP visualized,not visualized,,
YHL012W,,tagged,not visualized,not TAP visualized,not visualized,,
YHL015W,RPS20,not tagged,not visualized,not TAP visualized,not visualized,,
YHL016C,DUR3,tagged,not visualized,not TAP visualized,not visualized,,
YHL022C,SPO11,tagged,not visualized,not TAP visualized,not visualized,,
YHL023C,RMD11,tagged,not visualized,not TAP visualized,not visualized,,
YHL024W,RIM4,tagged,not visualized,not TAP visualized,not visualized,,
YHL031C,GOS1,tagged,not visualized,not TAP visualized,not visualized,,
YHL035C,,tagged,not visualized,not TAP visualized,not visualized,,
YHL037C,,tagged,not visualized,not TAP visualized,not visualized,,
YHL041W,,tagged,not visualized,not TAP visualized,not visualized,,
YHL042W,,tagged,not visualized,not TAP visualized,not visualized,,
YHL043W,ECM34,tagged,not visualized,not TAP visualized,not visualized,,
YHL044W,,tagged,not visualized,not TAP visualized,not visualized,,
YHL045W,,tagged,not visualized,not TAP visualized,not visualized,,
YHL046C,,tagged,not visualized,not TAP visualized,not visualized,,
YHL047C,ARN2,tagged,not visualized,not TAP visualized,not visualized,,
YHL049C,,tagged,not visualized,not TAP visualized,not visualized,,
YHL050C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR001W,OSH7,tagged,not visualized,TAP visualized,2350,,
YHR002W,LEU5,tagged,not visualized,not TAP visualized,not visualized,,
YHR005C-A,MRS11,tagged,not visualized,not TAP visualized,not visualized,,
YHR014W,SPO13,tagged,not visualized,not TAP visualized,not visualized,,
YHR016C,YSC84,tagged,not visualized,TAP visualized,low signal,,
YHR017W,YSC83,tagged,not visualized,not TAP visualized,not visualized,,
YHR019C,DED81,tagged,not visualized,not TAP visualized,not visualized,,
YHR020W,,not tagged,not visualized,not TAP visualized,not visualized,,
YHR021W-A,ECM12,tagged,not visualized,not TAP visualized,not visualized,,
YHR022C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR028C,DAP2,tagged,not visualized,not TAP visualized,not visualized,,
YHR029C,,tagged,not visualized,TAP visualized,technical problem,,
YHR032W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR033W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR035W,,tagged,not visualized,TAP visualized,450,,
YHR044C,DOG1,tagged,not visualized,TAP visualized,752,,
YHR048W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR049C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YHR050W,SMF2,tagged,not visualized,not TAP visualized,not visualized,,
YHR054C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR056C,RSC30,tagged,not visualized,not TAP visualized,not visualized,,
YHR065C,RRP3,tagged,not visualized,not TAP visualized,not visualized,,
YHR071W,PCL5,tagged,not visualized,not TAP visualized,not visualized,,
YHR075C,PPE1,tagged,not visualized,not TAP visualized,not visualized,,
YHR076W,PTC7,tagged,not visualized,not TAP visualized,not visualized,,
YHR078W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR079C-A,SAE3,tagged,not visualized,not TAP visualized,not visualized,,
YHR080C,,tagged,not visualized,TAP visualized,low signal,,
YHR081W,LRP1,tagged,not visualized,not TAP visualized,not visualized,,
YHR088W,RPF1,tagged,not visualized,TAP visualized,784,,
YHR091C,MSR1,tagged,not visualized,not TAP visualized,not visualized,,
YHR092C,HXT4,tagged,not visualized,not TAP visualized,not visualized,,
YHR093W,AHT1,tagged,not visualized,TAP visualized,low signal,,
YHR094C,HXT1,tagged,not visualized,TAP visualized,23300,,
YHR095W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR096C,HXT5,tagged,not visualized,not TAP visualized,not visualized,,
YHR099W,TRA1,tagged,not visualized,not TAP visualized,not visualized,,
YHR100C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR109W,CTM1,tagged,not visualized,TAP visualized,2940,,
YHR124W,NDT80,tagged,not visualized,not TAP visualized,not visualized,,
YHR125W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR126C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR128W,FUR1,tagged,not visualized,not TAP visualized,not visualized,,
YHR130C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR134W,WSS1,tagged,not visualized,not TAP visualized,not visualized,,
YHR139C,SPS100,tagged,not visualized,not TAP visualized,not visualized,,
YHR139C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YHR143W,DSE2,tagged,not visualized,TAP visualized,low signal,,
YHR145C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR148W,IMP3,not tagged,not visualized,not TAP visualized,not visualized,,
YHR150W,PEX28,tagged,not visualized,not TAP visualized,not visualized,,
YHR151C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR153C,SPO16,tagged,not visualized,not TAP visualized,not visualized,,
YHR157W,REC104,tagged,not visualized,not TAP visualized,not visualized,,
YHR160C,PEX18,tagged,not visualized,not TAP visualized,not visualized,,
YHR168W,,tagged,not visualized,TAP visualized,189,,
YHR171W,APG7,tagged,not visualized,not TAP visualized,not visualized,,
YHR173C,,tagged,not visualized,TAP visualized,149,,
YHR176W,FMO,tagged,not visualized,not TAP visualized,not visualized,,
YHR177W,GON3,tagged,not visualized,not TAP visualized,not visualized,,
YHR180W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR184W,SSP1,tagged,not visualized,not TAP visualized,not visualized,,
YHR185C,PFS1,tagged,not visualized,not TAP visualized,not visualized,,
YHR188C,GPI16,tagged,not visualized,TAP visualized,1680,,
YHR191C,CTF8,tagged,not visualized,not TAP visualized,not visualized,,
YHR208W,BAT1,tagged,not visualized,TAP visualized,87300,,
YHR209W,,tagged,not visualized,TAP visualized,4380,,
YHR210C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR211W,FLO5,tagged,not visualized,not TAP visualized,not visualized,,
YHR212C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR213W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR214W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR214W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YHR217C,,tagged,not visualized,not TAP visualized,not visualized,,
YHR218W,,tagged,not visualized,not TAP visualized,not visualized,,
YHR219W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL003W,DRE3,tagged,not visualized,not TAP visualized,not visualized,,
YIL006W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL009C-A,EST3,tagged,not visualized,not TAP visualized,not visualized,,
YIL011W,TIR3,tagged,not visualized,not TAP visualized,not visualized,,
YIL012W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL013C,PDR11,tagged,not visualized,not TAP visualized,not visualized,,
YIL014C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YIL014W,MNT3,tagged,not visualized,TAP visualized,2310,,
YIL018W,RPL2B,tagged,not visualized,TAP visualized,4050,,
YIL023C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL024C,,tagged,not visualized,TAP visualized,1540,,
YIL025C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL028W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL029C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL032C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL049W,DFG10,tagged,not visualized,not TAP visualized,not visualized,,
YIL054W,FYV2,tagged,not visualized,TAP visualized,521,,
YIL058W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL059C,,tagged,not visualized,TAP visualized,low signal,,
YIL060W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL072W,HOP1,tagged,not visualized,not TAP visualized,not visualized,,
YIL073C,SPO22,tagged,not visualized,not TAP visualized,not visualized,,
YIL085C,KTR7,tagged,not visualized,TAP visualized,2890,,
YIL086C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL089W,,tagged,not visualized,TAP visualized,low signal,,
YIL099W,SGA1,tagged,not visualized,not TAP visualized,not visualized,,
YIL100W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL102C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL118W,RHO3,tagged,not visualized,TAP visualized,5910,,
YIL120W,QDR1,tagged,not visualized,not TAP visualized,not visualized,,
YIL134W,FLX1,tagged,not visualized,not TAP visualized,not visualized,,
YIL139C,REV7,tagged,not visualized,not TAP visualized,not visualized,,
YIL141W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL142W,CCT2,tagged,not visualized,not TAP visualized,not visualized,,
YIL146C,ECM37,tagged,not visualized,not TAP visualized,not visualized,,
YIL152W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL162W,SUC2,tagged,not visualized,TAP visualized,1780,,
YIL163C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL164C,NIT1,tagged,not visualized,not TAP visualized,not visualized,,
YIL165C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL166C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL167W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL168W,SDL1,tagged,not visualized,not TAP visualized,not visualized,,
YIL169C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL170W,HXT12,tagged,not visualized,not TAP visualized,not visualized,,
YIL171W,HXT12,tagged,not visualized,not TAP visualized,not visualized,,
YIL174W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL175W,,tagged,not visualized,not TAP visualized,not visualized,,
YIL176C,,tagged,not visualized,not TAP visualized,not visualized,,
YIL177C,,tagged,not visualized,not TAP visualized,not visualized,,
YIR008C,PRI1,tagged,not visualized,TAP visualized,197,30.0,
YIR013C,GAT4,tagged,not visualized,not TAP visualized,not visualized,,
YIR016W,,tagged,not visualized,TAP visualized,technical problem,,
YIR019C,MUC1,tagged,not visualized,not TAP visualized,not visualized,,
YIR020C,,tagged,not visualized,not TAP visualized,not visualized,,
YIR020W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YIR025W,MND2,tagged,not visualized,not TAP visualized,not visualized,,
YIR027C,DAL1,tagged,not visualized,not TAP visualized,not visualized,,
YIR028W,DAL4,tagged,not visualized,not TAP visualized,not visualized,,
YIR029W,DAL2,tagged,not visualized,not TAP visualized,not visualized,,
YIR030C,DCG1,tagged,not visualized,not TAP visualized,not visualized,,
YIR031C,DAL7,tagged,not visualized,not TAP visualized,not visualized,,
YIR032C,DAL3,tagged,not visualized,not TAP visualized,not visualized,,
YIR033W,MGA2,tagged,not visualized,TAP visualized,300,,
YIR039C,YPS6,tagged,not visualized,not TAP visualized,not visualized,,
YIR040C,,tagged,not visualized,not TAP visualized,not visualized,,
YIR041W,,tagged,not visualized,not TAP visualized,not visualized,,
YIR042C,,tagged,not visualized,not TAP visualized,not visualized,,
YIR043C,,tagged,not visualized,not TAP visualized,not visualized,,
YIR044C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL003W,COX16,tagged,not visualized,TAP visualized,672,,
YJL007C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL008C,CCT8,tagged,not visualized,not TAP visualized,not visualized,,
YJL009W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL012C,VTC4,tagged,not visualized,not TAP visualized,not visualized,,
YJL014W,CCT3,tagged,not visualized,not TAP visualized,not visualized,,
YJL015C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL019W,MPS3,tagged,not visualized,not TAP visualized,not visualized,,
YJL020C,BBC1,tagged,not visualized,not TAP visualized,not visualized,,
YJL022W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL023C,PET130,tagged,not visualized,TAP visualized,721,,
YJL027C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL028W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL031C,BET4,tagged,not visualized,not TAP visualized,not visualized,,
YJL032W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL037W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL038C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL045W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL046W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL049W,,tagged,not visualized,TAP visualized,2530,,
YJL051W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL052C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YJL059W,YHC3,tagged,not visualized,not TAP visualized,not visualized,,
YJL064W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL067W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL072C,PSF2,tagged,not visualized,TAP visualized,technical problem,,
YJL073W,JEM1,tagged,not visualized,TAP visualized,3180,,
YJL075C,APQ13,tagged,not visualized,not TAP visualized,not visualized,,
YJL077C,ICS3,tagged,not visualized,not TAP visualized,not visualized,,
YJL083W,,tagged,not visualized,TAP visualized,396,,
YJL086C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL089W,SIP4,tagged,not visualized,not TAP visualized,not visualized,,
YJL093C,TOK1,tagged,not visualized,not TAP visualized,not visualized,,
YJL094C,KHA1,tagged,not visualized,TAP visualized,172,,
YJL100W,LSB6,tagged,not visualized,TAP visualized,56.9,,
YJL103C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL105W,SET4,tagged,not visualized,not TAP visualized,not visualized,,
YJL106W,IME2,tagged,not visualized,not TAP visualized,not visualized,,
YJL108C,PRM10,tagged,not visualized,not TAP visualized,not visualized,,
YJL111W,CCT7,tagged,not visualized,not TAP visualized,not visualized,,
YJL116C,NCA3,tagged,not visualized,not TAP visualized,not visualized,,
YJL118W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL119C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL120W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL126W,NIT2,tagged,not visualized,not TAP visualized,not visualized,,
YJL127W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YJL129C,TRK1,tagged,not visualized,not TAP visualized,not visualized,,
YJL132W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL134W,LCB3,tagged,not visualized,TAP visualized,technical problem,,
YJL135W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL139C,YUR1,tagged,not visualized,TAP visualized,6400,,
YJL141C,YAK1,tagged,not visualized,not TAP visualized,not visualized,,
YJL142C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL149W,,tagged,not visualized,TAP visualized,195,,
YJL150W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL152W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL156C,SSY5,tagged,not visualized,not TAP visualized,not visualized,,
YJL156W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YJL159W,HSP150,tagged,not visualized,TAP visualized,14600,,
